hour,day_of_week,month,rush_intensity,time_of_day,season,day_type,traffic_volume,avg_speed,travel_time,vol_speed_ratio,temp_celsius,rain_1h,snow_1h,clouds_all,weather_encoded,bad_weather,congestion_level
0,4,7,0,3,2,2,705,89.1,21.5,7.825,22.57,0.0,0.0,20,4,1,0
1,4,7,0,3,2,2,439,87.1,18.4,4.983,22.91,0.0,0.0,90,2,1,0
1,4,7,0,3,2,2,439,85.8,21.2,5.058,22.91,0.0,0.0,90,4,1,0
2,4,7,0,3,2,2,350,85.1,21.6,4.065,22.57,0.0,0.0,90,2,1,0
2,4,7,0,3,2,2,350,89.8,23.7,3.855,22.57,0.0,0.0,90,4,1,0
2,4,7,0,3,2,2,350,84.9,21.3,4.075,22.57,0.0,0.0,90,2,1,0
3,4,7,0,3,2,2,373,86.6,25.1,4.258,22.43,0.0,0.0,1,2,1,0
3,4,7,0,3,2,2,373,92.9,22.9,3.972,22.43,0.0,0.0,1,4,1,0
3,4,7,0,3,2,2,373,83.4,21.4,4.419,22.43,0.0,0.0,1,2,1,0
4,4,7,0,3,2,2,888,82.7,24.9,10.609,22.07,0.0,0.0,40,4,1,0
4,4,7,0,3,2,2,888,82.0,22.3,10.699,22.07,0.0,0.0,40,2,1,0
5,4,7,0,0,2,2,2917,62.4,34.1,46.009,22.0,0.0,0.0,40,4,1,1
5,4,7,0,0,2,2,2917,60.0,34.2,47.82,22.0,0.0,0.0,40,2,1,1
6,4,7,0,0,2,2,5268,35.5,46.7,144.329,22.15,0.0,0.0,40,2,1,2
6,4,7,0,0,2,2,5268,38.0,45.8,135.077,22.15,0.0,0.0,40,4,1,2
6,4,7,0,0,2,2,5268,36.0,47.3,142.378,22.15,0.0,0.0,40,2,1,2
7,4,7,2,0,2,2,5994,23.1,46.8,248.714,22.0,0.0,0.0,90,4,1,2
7,4,7,2,0,2,2,5994,27.6,52.2,209.58,22.0,0.0,0.0,90,2,1,2
7,4,7,2,0,2,2,5994,29.1,49.9,199.136,22.0,0.0,0.0,90,2,1,2
8,4,7,2,0,2,2,5288,33.9,48.0,151.519,22.13,0.0,0.0,75,2,1,2
8,4,7,2,0,2,2,5288,37.6,48.5,136.995,22.13,0.0,0.0,75,4,1,2
8,4,7,2,0,2,2,5288,34.8,46.8,147.709,22.13,0.0,0.0,75,2,1,2
9,4,7,2,0,2,2,4543,44.4,44.4,100.066,22.27,0.0,0.0,90,2,1,2
9,4,7,2,0,2,2,4543,51.1,43.4,87.198,22.27,0.0,0.0,90,4,1,2
10,4,7,1,0,2,2,4392,49.8,42.6,86.457,22.07,0.0,0.0,90,2,1,1
10,4,7,1,0,2,2,4392,47.9,41.0,89.816,22.07,0.0,0.0,90,4,1,1
10,4,7,1,0,2,2,4392,51.5,44.4,83.657,22.07,0.0,0.0,90,2,1,1
11,4,7,1,0,2,2,4740,42.4,43.9,109.217,22.07,0.0,0.0,40,2,1,2
11,4,7,1,0,2,2,4740,42.4,46.5,109.217,22.07,0.0,0.0,40,4,1,2
12,4,7,0,1,2,2,5123,35.6,43.4,139.973,22.5,0.0,0.0,40,2,1,2
12,4,7,0,1,2,2,5123,42.6,44.4,117.5,22.5,0.0,0.0,40,4,1,2
13,4,7,0,1,2,2,5059,45.3,43.1,109.266,23.4,0.0,0.0,90,2,1,2
14,4,7,1,1,2,2,5363,39.1,49.0,133.741,24.07,0.0,0.0,1,2,1,2
15,4,7,1,1,2,2,5914,35.1,50.8,163.823,24.74,0.0,0.0,40,2,1,2
16,4,7,2,1,2,2,6153,20.3,47.7,288.873,24.49,0.0,0.0,75,2,1,2
17,4,7,2,2,2,2,5257,44.4,44.6,115.793,25.4,0.0,0.0,75,1,0,2
18,4,7,2,2,2,2,4664,43.0,41.1,106.0,26.79,0.0,0.0,75,1,0,2
19,4,7,0,2,2,2,3664,60.4,40.4,59.674,26.8,0.0,0.0,75,1,0,1
20,4,7,0,2,2,2,3260,62.6,38.7,51.258,26.74,0.0,0.0,1,0,0,1
21,4,7,0,3,2,2,3064,61.7,34.4,48.868,24.75,0.0,0.0,1,0,0,1
22,4,7,0,3,2,2,2835,60.6,30.0,46.023,23.28,0.0,0.0,40,1,0,1
23,4,7,0,3,2,2,1971,70.8,25.9,27.451,21.86,0.0,0.0,1,2,1,0
23,4,7,0,3,2,2,1971,64.6,32.5,30.046,21.86,0.0,0.0,1,4,1,0
23,4,7,0,3,2,2,1971,73.1,32.3,26.599,21.86,0.0,0.0,1,4,1,0
0,5,7,0,3,2,2,1233,70.0,29.3,17.366,21.15,0.0,0.0,1,4,1,0
1,5,7,0,3,2,2,696,82.1,23.2,8.375,20.16,0.0,0.0,1,2,1,0
1,5,7,0,3,2,2,696,87.7,19.4,7.847,20.16,0.0,0.0,1,4,1,0
1,5,7,0,3,2,2,696,85.2,24.5,8.074,20.16,0.0,0.0,1,4,1,0
2,5,7,0,3,2,2,646,79.0,22.3,8.075,19.86,0.0,0.0,1,4,1,0
2,5,7,0,3,2,2,646,79.5,26.8,8.025,19.86,0.0,0.0,1,4,1,0
3,5,7,0,3,2,2,437,83.8,23.6,5.153,19.64,0.0,0.0,1,4,1,0
3,5,7,0,3,2,2,437,85.9,22.6,5.029,19.64,0.0,0.0,1,4,1,0
4,5,7,0,3,2,2,444,88.2,21.4,4.978,18.69,0.0,0.0,90,4,1,0
4,5,7,0,3,2,2,444,87.4,24.9,5.023,18.69,0.0,0.0,90,4,1,0
5,5,7,0,0,2,2,858,78.2,22.9,10.833,18.46,0.0,0.0,90,4,1,0
5,5,7,0,0,2,2,858,83.3,21.5,10.178,18.46,0.0,0.0,90,4,1,0
6,5,7,0,0,2,2,1422,78.0,27.3,18.0,17.83,0.0,0.0,1,4,1,0
6,5,7,0,0,2,2,1422,77.2,29.3,18.184,17.83,0.0,0.0,1,4,1,0
7,5,7,2,0,2,2,1991,77.5,33.2,25.363,18.85,0.0,0.0,20,4,1,0
7,5,7,2,0,2,2,1991,72.3,26.8,27.162,18.85,0.0,0.0,20,4,1,0
8,5,7,2,0,2,2,2714,65.8,36.1,40.629,20.54,0.0,0.0,90,4,1,1
8,5,7,2,0,2,2,2714,68.5,33.4,39.05,20.54,0.0,0.0,90,4,1,1
9,5,7,2,0,2,2,3471,57.8,39.0,59.031,23.0,0.0,0.0,1,4,1,1
9,5,7,2,0,2,2,3471,53.6,34.5,63.571,23.0,0.0,0.0,1,4,1,1
10,5,7,1,0,2,2,3718,56.5,37.8,64.661,24.92,0.0,0.0,5,0,0,1
11,5,7,1,0,2,2,4213,46.7,42.4,88.323,26.31,0.0,0.0,1,0,0,1
12,5,7,0,1,2,2,4524,41.8,42.6,105.701,27.66,0.0,0.0,40,1,0,2
13,5,7,0,1,2,2,4218,45.1,40.8,91.497,28.64,0.0,0.0,1,0,0,1
14,5,7,1,1,2,2,4242,51.3,40.5,81.109,29.36,0.0,0.0,40,1,0,1
15,5,7,1,1,2,2,4306,48.8,41.5,86.466,29.86,0.0,0.0,40,1,0,1
16,5,7,2,1,2,2,4317,50.0,41.6,84.647,30.0,0.0,0.0,40,1,0,1
17,5,7,2,2,2,2,4354,48.3,39.5,88.316,30.07,0.0,0.0,40,1,0,1
18,5,7,2,2,2,2,4109,49.5,39.4,81.366,30.0,0.0,0.0,40,1,0,1
19,5,7,0,2,2,2,3446,56.5,38.4,59.93,29.57,0.0,0.0,40,1,0,1
20,5,7,0,2,2,2,3192,59.9,35.7,52.414,28.64,0.0,0.0,20,1,0,1
21,5,7,0,3,2,2,3272,55.5,37.3,57.912,27.14,0.0,0.0,20,1,0,1
22,5,7,0,3,2,2,3074,55.4,35.0,54.504,24.47,0.0,0.0,5,0,0,1
23,5,7,0,3,2,2,2275,65.8,30.2,34.057,23.0,0.0,0.0,1,0,0,0
0,6,7,0,3,2,2,1350,78.1,28.8,17.067,22.23,0.0,0.0,1,0,0,0
1,6,7,0,3,2,2,826,79.8,25.4,10.223,21.54,0.0,0.0,1,4,1,0
2,6,7,0,3,2,2,699,89.4,23.3,7.732,20.78,0.0,0.0,1,4,1,0
3,6,7,0,3,2,2,435,87.0,23.7,4.943,20.5,0.0,0.0,1,4,1,0
4,6,7,0,3,2,2,366,86.7,23.1,4.173,20.4,0.0,0.0,1,4,1,0
5,6,7,0,0,2,2,508,83.1,21.4,6.04,19.86,0.0,0.0,1,4,1,0
5,6,7,0,0,2,2,508,87.7,22.9,5.727,19.86,0.0,0.0,1,4,1,0
6,6,7,0,0,2,2,933,77.0,25.4,11.962,19.69,0.0,0.0,1,4,1,0
6,6,7,0,0,2,2,933,81.6,25.6,11.295,19.69,0.0,0.0,1,4,1,0
7,6,7,2,0,2,2,1195,76.7,29.5,15.38,20.28,0.0,0.0,40,4,1,0
8,6,7,2,0,2,2,1814,72.2,30.4,24.781,22.57,0.0,0.0,5,4,1,0
9,6,7,2,0,2,2,2911,62.3,35.9,45.987,25.06,0.0,0.0,5,0,0,1
10,6,7,1,0,2,2,3310,53.5,34.4,60.734,26.57,0.0,0.0,1,0,0,1
11,6,7,1,0,2,2,3655,48.4,43.6,73.988,27.62,0.0,0.0,40,1,0,1
12,6,7,0,1,2,2,4245,44.8,38.6,92.686,28.46,0.0,0.0,75,1,0,1
13,6,7,0,1,2,2,4233,50.3,40.1,82.515,28.77,0.0,0.0,1,0,0,1
14,6,7,1,1,2,2,4129,49.8,39.6,81.28,29.5,0.0,0.0,75,1,0,1
15,6,7,1,1,2,2,4063,48.2,39.7,82.581,29.93,0.0,0.0,75,1,0,1
16,6,7,2,1,2,2,4438,51.5,40.4,84.533,30.07,0.0,0.0,75,1,0,1
17,6,7,2,2,2,2,4321,50.6,38.4,83.74,30.07,0.0,0.0,75,1,0,1
18,6,7,2,2,2,2,3836,54.8,41.5,68.746,29.54,0.0,0.0,1,0,0,1
19,6,7,0,2,2,2,3535,52.5,36.6,66.075,28.29,0.0,0.0,75,1,0,1
20,6,7,0,2,2,2,3015,62.9,30.8,47.183,26.71,0.0,0.0,75,1,0,1
21,6,7,0,3,2,2,2671,64.3,32.8,40.904,24.93,0.0,0.0,75,1,0,1
22,6,7,0,3,2,2,2009,67.7,30.9,29.243,23.33,0.0,0.0,75,1,0,0
23,6,7,0,3,2,2,1244,77.2,23.0,15.908,22.69,0.0,0.0,1,0,0,0
0,0,7,0,3,2,2,721,79.7,24.8,8.934,21.69,0.0,0.0,1,0,0,0
1,0,7,0,3,2,2,458,83.3,22.9,5.433,20.27,0.0,0.0,1,0,0,0
2,0,7,0,3,2,2,297,83.6,19.7,3.511,19.6,0.0,0.0,1,0,0,0
3,0,7,0,3,2,2,368,89.2,22.4,4.08,18.6,0.0,0.0,1,0,0,0
4,0,7,0,3,2,2,935,80.4,27.9,11.486,17.93,0.0,0.0,1,0,0,0
5,0,7,0,0,2,2,3048,56.7,35.4,52.825,17.54,0.0,0.0,1,0,0,1
6,0,7,0,0,2,2,5593,35.6,47.0,152.814,16.36,0.0,0.0,1,0,0,2
7,0,7,2,0,2,2,5793,32.1,47.3,175.015,16.78,0.0,0.0,5,0,0,2
8,0,7,2,0,2,2,5647,36.7,51.9,149.788,18.84,0.0,0.0,1,0,0,2
9,0,7,2,0,2,2,4603,44.4,42.6,101.388,21.07,0.0,0.0,1,0,0,2
10,0,7,1,0,2,2,4346,42.2,41.3,100.602,23.0,0.0,0.0,1,0,0,1
11,0,7,1,0,2,2,4504,43.5,44.3,101.213,24.93,0.0,0.0,5,0,0,2
12,0,7,0,1,2,2,4588,40.6,44.1,110.288,26.36,0.0,0.0,1,0,0,2
13,0,7,0,1,2,2,4558,46.1,40.0,96.773,27.0,0.0,0.0,1,0,0,2
14,0,7,1,1,2,2,4794,45.3,44.4,103.542,28.0,0.0,0.0,1,0,0,2
15,0,7,1,1,2,2,5558,29.8,46.8,180.455,28.36,0.0,0.0,40,1,0,2
16,0,7,2,1,2,2,6269,26.9,53.7,224.695,28.33,0.0,0.0,40,1,0,2
17,0,7,2,2,2,2,5708,36.4,46.2,152.62,28.57,0.0,0.0,1,0,0,2
18,0,7,2,2,2,2,4203,43.3,42.6,94.876,28.29,0.0,0.0,40,1,0,1
19,0,7,0,2,2,2,3277,55.9,32.5,57.592,27.86,0.0,0.0,40,1,0,1
20,0,7,0,2,2,2,2900,61.0,35.8,46.774,27.07,0.0,0.0,20,1,0,1
21,0,7,0,3,2,2,2424,69.0,33.7,34.629,25.36,0.0,0.0,1,0,0,0
22,0,7,0,3,2,2,1965,72.0,28.0,26.918,23.64,0.0,0.0,40,1,0,0
23,0,7,0,3,2,2,1096,81.3,27.2,13.317,22.2,0.0,0.0,40,1,0,0
0,1,7,0,3,2,2,595,85.9,22.7,6.847,21.43,0.0,0.0,40,1,0,0
1,1,7,0,3,2,2,407,84.8,17.7,4.744,20.85,0.0,0.0,40,1,0,0
2,1,7,0,3,2,2,274,92.2,22.0,2.94,19.23,0.0,0.0,40,1,0,0
3,1,7,0,3,2,2,356,84.4,20.2,4.169,19.0,0.0,0.0,1,0,0,0
4,1,7,0,3,2,2,930,72.4,26.5,12.67,18.32,0.0,0.0,1,0,0,0
5,1,7,0,0,2,2,3171,52.9,38.5,58.831,16.86,0.0,0.0,1,0,0,1
6,1,7,0,0,2,2,5870,30.9,48.5,184.013,16.07,0.0,0.0,1,0,0,2
7,1,7,2,0,2,2,6417,24.8,49.9,248.721,16.61,0.0,0.0,20,1,0,2
8,1,7,2,0,2,2,5455,33.8,47.2,156.753,18.46,0.0,0.0,20,1,0,2
9,1,7,2,0,2,2,5030,40.2,46.6,122.087,20.14,0.0,0.0,20,1,0,2
10,1,7,1,0,2,2,4346,50.1,40.5,85.049,21.54,0.0,0.0,1,0,0,1
11,1,7,1,0,2,2,4540,46.0,43.6,96.596,22.6,0.0,0.0,40,1,0,2
12,1,7,0,1,2,2,4952,42.4,46.6,114.101,23.43,0.0,0.0,40,1,0,2
13,1,7,0,1,2,2,4576,41.0,45.1,108.952,24.0,0.0,0.0,40,1,0,2
14,1,7,1,1,2,2,5011,38.3,45.8,127.506,24.87,0.0,0.0,40,1,0,2
15,1,7,1,1,2,2,5573,36.4,44.4,149.011,25.27,0.0,0.0,40,1,0,2
16,1,7,2,1,2,2,6358,26.7,51.2,229.531,26.07,0.0,0.0,20,1,0,2
17,1,7,2,2,2,2,5698,34.5,48.1,160.507,26.0,0.0,0.0,20,1,0,2
18,1,7,2,2,2,2,4360,48.2,42.0,88.618,26.0,0.0,0.0,1,0,0,1
19,1,7,0,2,2,2,3337,57.1,31.5,57.435,25.94,0.0,0.0,1,0,0,1
20,1,7,0,2,2,2,3113,63.6,34.0,48.189,25.29,0.0,0.0,20,1,0,1
21,1,7,0,3,2,2,2754,60.9,33.4,44.491,23.07,0.0,0.0,20,1,0,1
22,1,7,0,3,2,2,2209,65.5,31.9,33.218,20.61,0.0,0.0,20,1,0,0
23,1,7,0,3,2,2,1242,72.3,30.7,16.944,18.94,0.0,0.0,1,0,0,0
0,2,7,0,3,2,2,657,85.7,24.6,7.578,18.34,0.0,0.0,1,0,0,0
1,2,7,0,3,2,2,410,84.2,20.1,4.812,17.21,0.0,0.0,1,0,0,0
2,2,7,0,3,2,2,313,90.7,19.9,3.413,16.14,0.0,0.0,1,0,0,0
3,2,7,0,3,2,2,377,87.0,20.5,4.284,16.4,0.0,0.0,1,0,0,0
4,2,7,0,3,2,2,894,80.0,23.7,11.037,15.74,0.0,0.0,1,0,0,0
5,2,7,0,0,2,2,3189,54.9,36.4,57.048,15.34,0.0,0.0,1,0,0,1
6,2,7,0,0,2,2,5769,34.8,47.0,161.145,15.14,0.0,0.0,1,0,0,2
7,2,7,2,0,2,2,6200,27.8,50.6,215.278,15.47,0.0,0.0,40,1,0,2
8,2,7,2,0,2,2,5696,33.8,48.1,163.678,18.29,0.0,0.0,1,0,0,2
9,2,7,2,0,2,2,5129,40.5,46.3,123.59,20.79,0.0,0.0,1,0,0,2
10,2,7,1,0,2,2,4560,45.2,42.0,98.701,22.8,0.0,0.0,75,1,0,2
11,2,7,1,0,2,2,4752,39.9,42.2,116.186,24.4,0.0,0.0,75,1,0,2
12,2,7,0,1,2,2,4916,42.4,43.2,113.272,25.4,0.0,0.0,75,1,0,2
13,2,7,0,1,2,2,4714,45.3,44.4,101.814,26.29,0.0,0.0,75,1,0,2
14,2,7,1,1,2,2,5138,39.7,44.2,126.241,26.6,0.0,0.0,75,1,0,2
15,2,7,1,1,2,2,5677,35.1,49.8,157.258,26.93,0.0,0.0,75,1,0,2
16,2,7,2,1,2,2,6606,26.1,53.8,243.764,26.8,0.0,0.0,75,1,0,2
17,2,7,2,2,2,2,6084,28.0,48.2,209.793,26.93,0.0,0.0,75,1,0,2
18,2,7,2,2,2,2,4941,39.3,47.2,122.605,26.79,0.0,0.0,1,0,0,2
19,2,7,0,2,2,2,3461,62.1,37.5,54.849,26.14,0.0,0.0,75,1,0,1
20,2,7,0,2,2,2,3177,62.2,34.6,50.269,25.53,0.0,0.0,75,1,0,1
21,2,7,0,3,2,2,2949,60.4,38.4,48.029,23.74,0.0,0.0,75,1,0,1
22,2,7,0,3,2,2,2200,70.0,31.0,30.986,22.13,0.0,0.0,75,1,0,0
23,2,7,0,3,2,2,1271,74.5,27.1,16.834,21.79,0.0,0.0,1,0,0,0
0,3,7,0,3,2,2,697,81.2,23.5,8.479,20.73,0.0,0.0,1,0,0,0
1,3,7,0,3,2,2,423,82.0,25.0,5.096,20.34,0.0,0.0,1,0,0,0
2,3,7,0,3,2,2,303,87.8,25.1,3.412,19.94,0.0,0.0,1,0,0,0
3,3,7,0,3,2,2,369,87.2,22.4,4.184,19.47,0.0,0.0,1,0,0,0
4,3,7,0,3,2,2,896,84.3,24.6,10.504,19.58,0.0,0.0,1,0,0,0
5,3,7,0,0,2,2,3110,58.3,37.4,52.445,19.44,0.0,0.0,1,0,0,1
6,3,7,0,0,2,2,5752,35.7,47.8,156.73,19.51,0.0,0.0,1,0,0,2
7,3,7,2,0,2,2,6246,29.5,51.7,204.787,20.08,0.0,0.0,1,0,0,2
8,3,7,2,0,2,2,5702,40.4,47.2,137.729,21.07,0.0,0.0,1,2,1,2
8,3,7,2,0,2,2,5702,38.0,52.3,146.205,21.07,0.0,0.0,1,2,1,2
9,3,7,2,0,2,2,4855,45.9,46.4,103.518,21.86,0.0,0.0,90,2,1,2
10,3,7,1,0,2,2,4492,47.6,46.0,92.428,22.13,0.0,0.0,75,2,1,1
10,3,7,1,0,2,2,4492,42.4,41.5,103.502,22.13,0.0,0.0,75,4,1,1
11,3,7,1,0,2,2,4677,44.1,45.2,103.703,22.13,0.0,0.0,90,2,1,2
11,3,7,1,0,2,2,4677,50.0,44.2,91.706,22.13,0.0,0.0,90,4,1,2
11,3,7,1,0,2,2,4677,44.8,44.0,102.118,22.13,0.0,0.0,90,2,1,2
12,3,7,0,1,2,2,4861,38.9,47.6,121.83,21.14,0.0,0.0,90,2,1,2
12,3,7,0,1,2,2,4861,42.4,42.5,112.005,21.14,0.0,0.0,90,4,1,2
13,3,7,0,1,2,2,4734,39.7,42.5,116.314,21.26,0.0,0.0,90,2,1,2
13,3,7,0,1,2,2,4734,40.1,42.6,115.182,21.26,0.0,0.0,90,2,1,2
13,3,7,0,1,2,2,4734,43.9,40.8,105.434,21.26,0.0,0.0,90,4,1,2
14,3,7,1,1,2,2,5135,40.9,41.7,122.554,21.5,0.0,0.0,90,2,1,2
15,3,7,1,1,2,2,5704,30.6,48.2,180.506,21.5,0.0,0.0,90,2,1,2
16,3,7,2,1,2,2,6459,23.7,53.8,261.498,20.93,0.0,0.0,90,2,1,2
17,3,7,2,2,2,2,5872,27.0,48.9,209.714,20.79,0.0,0.0,90,2,1,2
17,3,7,2,2,2,2,5872,30.9,47.7,184.075,20.79,0.0,0.0,90,2,1,2
18,3,7,2,2,2,2,4497,39.2,44.9,111.866,20.07,0.0,0.0,90,2,1,1
18,3,7,2,2,2,2,4497,44.1,40.2,99.712,20.07,0.0,0.0,90,2,1,1
19,3,7,0,2,2,2,3419,56.0,33.4,59.982,19.29,0.0,0.0,90,2,1,1
19,3,7,0,2,2,2,3419,50.5,34.0,66.388,19.29,0.0,0.0,90,2,1,1
20,3,7,0,2,2,2,2991,57.1,38.1,51.48,19.07,0.0,0.0,90,2,1,1
21,3,7,0,3,2,2,2613,63.7,32.7,40.386,18.4,0.0,0.0,90,1,0,1
22,3,7,0,3,2,2,2282,66.6,34.0,33.757,18.27,0.0,0.0,90,2,1,0
22,3,7,0,3,2,2,2282,66.7,33.8,33.708,18.27,0.0,0.0,90,2,1,0
23,3,7,0,3,2,2,1454,76.3,23.4,18.81,18.27,0.0,0.0,90,2,1,0
23,3,7,0,3,2,2,1454,70.4,27.4,20.364,18.27,0.0,0.0,90,2,1,0
0,4,7,0,3,2,2,693,85.2,25.0,8.039,18.36,0.0,0.0,90,2,1,0
1,4,7,0,3,2,2,460,84.4,20.1,5.386,18.2,0.0,0.0,90,2,1,0
1,4,7,0,3,2,2,460,83.6,19.7,5.437,18.2,0.0,0.0,90,2,1,0
2,4,7,0,3,2,2,360,80.8,22.8,4.401,18.36,0.0,0.0,90,4,1,0
2,4,7,0,3,2,2,360,85.6,19.4,4.157,18.36,0.0,0.0,90,2,1,0
2,4,7,0,3,2,2,360,87.9,22.4,4.049,18.36,0.0,0.0,90,2,1,0
3,4,7,0,3,2,2,376,86.7,23.4,4.287,18.0,0.0,0.0,90,4,1,0
3,4,7,0,3,2,2,376,86.8,23.7,4.282,18.0,0.0,0.0,90,2,1,0
3,4,7,0,3,2,2,376,85.2,23.5,4.362,18.0,0.0,0.0,90,2,1,0
4,4,7,0,3,2,2,873,81.1,26.9,10.633,18.0,0.0,0.0,90,4,1,0
4,4,7,0,3,2,2,873,77.9,22.4,11.065,18.0,0.0,0.0,90,2,1,0
4,4,7,0,3,2,2,873,81.3,27.7,10.608,18.0,0.0,0.0,90,2,1,0
5,4,7,0,0,2,2,2822,60.3,33.1,46.036,18.2,0.0,0.0,90,4,1,1
5,4,7,0,0,2,2,2822,58.4,31.9,47.508,18.2,0.0,0.0,90,2,1,1
5,4,7,0,0,2,2,2822,64.0,36.3,43.415,18.2,0.0,0.0,90,4,1,1
5,4,7,0,0,2,2,2822,57.1,35.4,48.571,18.2,0.0,0.0,90,2,1,1
6,4,7,0,0,2,2,5266,38.9,42.9,131.98,18.2,0.0,0.0,90,2,1,2
6,4,7,0,0,2,2,5266,39.1,48.1,131.322,18.2,0.0,0.0,90,4,1,2
6,4,7,0,0,2,2,5266,35.8,46.9,143.098,18.2,0.0,0.0,90,2,1,2
7,4,7,2,0,2,2,5821,34.9,49.2,162.145,18.4,0.0,0.0,90,2,1,2
7,4,7,2,0,2,2,5821,30.1,48.2,187.17,18.4,0.0,0.0,90,2,1,2
7,4,7,2,0,2,2,5821,30.0,51.7,187.774,18.4,0.0,0.0,90,4,1,2
8,4,7,2,0,2,2,5339,33.0,49.9,157.029,18.6,0.0,0.0,90,2,1,2
8,4,7,2,0,2,2,5339,36.6,48.0,141.995,18.6,0.0,0.0,90,2,1,2
9,4,7,2,0,2,2,4816,39.0,41.6,120.4,18.64,0.0,0.0,90,2,1,2
9,4,7,2,0,2,2,4816,39.5,41.6,118.914,18.64,0.0,0.0,90,4,1,2
9,4,7,2,0,2,2,4816,41.6,42.4,113.052,18.64,0.0,0.0,90,2,1,2
10,4,7,1,0,2,2,4592,44.0,44.9,102.044,19.07,0.0,0.0,90,2,1,2
10,4,7,1,0,2,2,4592,47.8,42.3,94.098,19.07,0.0,0.0,90,4,1,2
10,4,7,1,0,2,2,4592,46.9,44.2,95.866,19.07,0.0,0.0,90,2,1,2
11,4,7,1,0,2,2,4823,43.4,42.9,108.626,20.35,0.0,0.0,75,2,1,2
12,4,7,0,1,2,2,5253,37.0,49.1,138.237,21.86,0.0,0.0,75,2,1,2
12,4,7,0,1,2,2,5253,36.3,44.0,140.831,21.86,0.0,0.0,75,2,1,2
13,4,7,0,1,2,2,5169,38.2,45.4,131.862,23.21,0.0,0.0,75,2,1,2
14,4,7,1,1,2,2,5413,34.2,46.6,153.778,24.26,0.0,0.0,75,2,1,2
15,4,7,1,1,2,2,5602,31.9,49.4,170.274,25.27,0.0,0.0,75,2,1,2
16,4,7,2,1,2,2,6086,28.9,51.2,203.545,25.87,0.0,0.0,75,1,0,2
17,4,7,2,2,2,2,4987,37.5,47.9,129.532,25.46,0.0,0.0,75,1,0,2
18,4,7,2,2,2,2,4465,42.9,44.9,101.708,24.47,0.0,0.0,75,2,1,1
18,4,7,2,2,2,2,4465,48.2,40.9,90.752,24.47,0.0,0.0,75,2,1,1
19,4,7,0,2,2,2,3574,50.1,38.0,69.941,22.41,0.0,0.0,90,2,1,1
20,4,7,0,2,2,2,3124,55.6,35.6,55.194,20.79,0.0,0.0,75,2,1,1
21,4,7,0,3,2,2,3121,62.6,34.5,49.072,20.13,0.0,0.0,75,2,1,1
22,4,7,0,3,2,2,3032,58.5,32.1,50.958,19.57,0.0,0.0,75,1,0,1
23,4,7,0,3,2,2,2030,73.8,30.1,27.139,19.07,0.0,0.0,40,1,0,0
0,5,7,0,3,2,2,1235,74.1,27.9,16.445,18.53,0.0,0.0,1,0,0,0
1,5,7,0,3,2,2,781,82.4,24.3,9.365,18.36,0.0,0.0,1,0,0,0
2,5,7,0,3,2,2,648,85.8,23.9,7.465,17.93,0.0,0.0,75,1,0,0
3,5,7,0,3,2,2,418,83.1,25.0,4.97,17.71,0.0,0.0,40,1,0,0
4,5,7,0,3,2,2,478,90.2,20.6,5.241,17.57,0.0,0.0,1,0,0,0
5,5,7,0,0,2,2,903,79.8,22.9,11.176,17.07,0.0,0.0,1,0,0,0
6,5,7,0,0,2,2,1500,76.5,26.6,19.355,16.93,0.0,0.0,1,0,0,0
7,5,7,2,0,2,2,2236,65.6,33.3,33.574,16.93,0.0,0.0,5,4,1,0
8,5,7,2,0,2,2,3031,64.2,36.9,46.488,18.13,0.0,0.0,1,0,0,1
9,5,7,2,0,2,2,3883,52.1,39.9,73.126,19.86,0.0,0.0,5,0,0,1
10,5,7,1,0,2,2,4045,55.8,43.1,71.215,21.28,0.0,0.0,1,0,0,1
11,5,7,1,0,2,2,4418,49.4,40.2,87.659,22.71,0.0,0.0,1,0,0,1
12,5,7,0,1,2,2,4505,47.5,41.7,92.887,23.93,0.0,0.0,75,1,0,2
13,5,7,0,1,2,2,4644,40.7,43.9,111.367,24.93,0.0,0.0,75,1,0,2
14,5,7,1,1,2,2,4796,42.3,43.6,110.762,25.73,0.0,0.0,40,1,0,2
15,5,7,1,1,2,2,4674,42.3,45.1,107.945,26.27,0.0,0.0,75,1,0,2
16,5,7,2,1,2,2,4788,42.2,47.4,110.833,26.47,0.0,0.0,75,1,0,2
17,5,7,2,2,2,2,4562,44.8,42.6,99.607,26.79,0.0,0.0,75,1,0,2
18,5,7,2,2,2,2,4253,44.8,42.1,92.86,26.87,0.0,0.0,40,1,0,1
19,5,7,0,2,2,2,3815,51.4,40.9,72.805,26.5,0.0,0.0,40,1,0,1
20,5,7,0,2,2,2,3434,55.4,38.7,60.887,25.8,0.0,0.0,75,1,0,1
21,5,7,0,3,2,2,3435,52.6,40.7,64.086,24.4,0.0,0.0,20,1,0,1
22,5,7,0,3,2,2,3131,61.1,36.5,50.419,22.74,0.0,0.0,20,1,0,1
23,5,7,0,3,2,2,2292,67.7,31.6,33.362,21.67,0.0,0.0,1,0,0,0
0,6,7,0,3,2,2,1408,78.4,25.1,17.733,20.8,0.0,0.0,1,0,0,0
1,6,7,0,3,2,2,969,81.8,25.5,11.703,20.07,0.0,0.0,1,0,0,0
2,6,7,0,3,2,2,749,77.4,21.9,9.554,19.36,0.0,0.0,1,0,0,0
3,6,7,0,3,2,2,344,84.1,19.8,4.042,18.79,0.0,0.0,1,0,0,0
